player_id,team_id,player_name,position,club_team,market_value_eur,caps,date_of_birth,height_cm,goals
638,25,Diego Moreira,FWD,SL Benfica,26818771,30,1997-09-24,184,6
639,25,Brandon Mechele,DEF,Lille OSC,28954891,81,1991-09-12,190,10
640,25,Axel Witsel,DEF,AC Milan,23000000,8,2002-06-12,191,0
641,25,Charles Marc De Ketelaere,FWD,Atalanta Bergamo,19898799,31,2001-03-10,192,6
642,25,Joaquin Ronny Seys,DEF,Club Brugge,20000000,5,2005-03-28,178,0
643,25,Nicolas Raskin,MID,RC Strasbourg,24580742,3,2004-08-06,179,0
644,25,Charles De Ketelaere,MID,Club Brugge,5000000,35,1992-08-24,195,7
645,25,Timothy Castagne,DEF,Fulham FC,8000000,64,1995-12-05,185,2
646,25,Hans Vanaken,MID,AC Milan,25194117,24,1999-06-27,180,2
647,25,Nicolas Thierry Raskin,MID,Rangers FC,34430929,14,2001-02-23,178,2
648,25,Amadou Ba Onana,MID,Aston Villa FC,27121973,30,2001-08-16,192,1
649,25,Nathan Ngoy,DEF,Lille OSC,25000000,5,2003-06-10,183,0
650,25,Matias Fernandez-Pardo,FWD,Lille OSC,35000000,3,2005-02-03,188,0
651,26,Mohamed El Shenawy,GK,Al Ahly FC,3226767,77,1988-12-18,191,0
652,26,Mohamed Abdelmoneim,DEF,Al Ahly FC,4084367,19,1993-02-10,185,1
653,26,Mohamed Hany,DEF,Al Ahly FC,9185220,44,1996-02-02,175,0
654,26,Yasser Ibrahim,DEF,Zamalek SC,8500477,13,2001-04-30,193,0
655,26,Ahmed Fatouh,DEF,Al Ain FC,9869546,48,1993-05-20,183,6
656,26,Rami Rabia,DEF,OGC Nice,8549809,36,1999-02-01,184,3
657,26,Mohamed Salah,FWD,Al Ahly FC,7946604,96,1994-10-01,181,23
658,26,Emam Ashour,MID,Al Ahly FC,4161395,30,1998-02-20,180,1
659,26,Omar Marmoush,FWD,FC Barcelona,9057086,3,2008-01-01,182,0
660,26,Hamed Mahrous Mohamed Salah,FWD,Liverpool FC,22000000,117,1992-06-15,175,67
661,26,Hamdy Fathy,MID,Pyramids FC,10781673,3,1997-04-27,179,2
662,26,Trezeguet,FWD,Real Oviedo,8284369,4,2002-02-08,175,0
663,26,Karim Hafez,DEF,Zamalek SC,10458281,40,1998-03-22,177,1
664,26,Mostafa Zico,MID,Al Wakrah SC,9580178,65,1994-09-29,183,4
665,26,Hossam Abdelmaguid,DEF,Pyramids FC,7314242,10,1996-03-12,174,0
666,26,Mostafa Shoubir,GK,Zamalek SC,6756808,0,1987-06-08,189,0
667,26,Mahmoud Saber,MID,Pyramids FC,3736043,24,1996-05-29,186,0
668,26,Mohanad Lashin,MID,Al Najmah SC,6807358,12,1996-04-06,179,0
669,26,Marawan Attia,MID,Al Ahly FC,5436592,36,1998-08-01,176,1
670,26,Zizo,FWD,FC Nordsjælland,7688182,25,2001-04-23,178,3
671,26,Saber Abdelmohsen Mahmoud,MID,ZED FC,9717210,15,2001-07-30,170,1
672,26,Ibrahim Adel,FWD,Manchester City FC,3005275,51,1999-02-07,180,11
673,26,Abdelaziz Mohame Mostafa,GK,Al Ahly FC,7386810,11,2000-05-15,195,0
674,26,Abdelghaffar Abdel Tarek Alaa,DEF,ZED FC,6326828,3,2002-01-05,178,0
675,26,Hamza Abdelkarim,FWD,Al Ahly FC,4620676,65,1996-01-10,175,5
676,26,Alaaeldin Soliman Mohamed Alaa,GK,El Gouna FC,3110003,0,1999-01-01,188,0
677,27,Alireza Beiranvand,GK,Tractor Sazi Tabriz FC,13579782,88,1992-09-21,195,0
678,27,Ehsan Hajsafi,DEF,Esteghlal Tehran FC,6250097,18,1998-12-26,176,1
679,27,Hossein Kanani,DEF,Sepahan SC,17606596,147,1990-02-25,178,7
680,27,Shoja Khalilzadeh,DEF,Tractor Sazi Tabriz FC,200000,59,1989-05-14,183,2
681,27,Saleh Hardani,DEF,Persepolis FC,10538861,78,1993-09-29,175,1
682,27,Mehdi Torabi,MID,Shabab Al Ahli Club,12163085,85,1996-10-01,189,2
683,27,Saman Ghoddos,MID,FCV Dender EH,10308691,99,1993-08-11,180,17
684,27,Mohammad Mohebbi,MID,FC Rostov,2500000,38,1998-12-20,187,14
685,27,Mehdi Taremi,FWD,Olympiacos FC,2000000,107,1992-07-18,187,59
686,27,Mehdi Ghayedi,FWD,Al Nasr SC,4500000,31,1998-12-05,166,10
687,27,Ali Alipour,FWD,Persepolis FC,10423449,15,1995-11-11,181,1
688,27,Hossein Hosseini,GK,Persepolis FC,750000,15,1995-04-06,193,0
689,27,Mohammadhossein Kanani,DEF,Persepolis FC,13284748,65,1994-03-23,188,6
690,27,Seyed Saman Ghoddos,MID,Al Ittihad Kalba SCC,9307706,69,1993-09-06,176,3
691,27,Roozbeh Cheshmi,MID,Esteghlal Tehran FC,300000,41,1993-07-24,192,3
692,27,Mahdi Torabi,MID,Tractor Sazi Tabriz FC,1800000,52,1994-09-10,185,7
693,27,Arya Yousefi,DEF,Sepahan SC,450000,15,2002-04-22,181,1
694,27,Amirhossein Hosseinzadeh,FWD,Tractor Sazi Tabriz FC,14618632,19,2000-10-30,178,5
695,27,Ali Nemati,DEF,Foolad Khuzestan FC,25000,19,1996-02-08,182,0
696,27,Shahriyar Moghanloo,FWD,Al Ittihad Kalba SCC,900000,22,1994-12-21,189,2
697,27,Mohammad Ghorbani,MID,Al Wahda SC,1200000,16,2001-10-07,190,0
698,27,Seyedhossein Hosseini,GK,Sepahan SC,550000,14,1992-06-30,189,0
699,27,Ramin Rezaeian,DEF,Foolad Khuzestan FC,9879173,75,1990-03-21,184,9
700,27,Dennis Dargahi,FWD,Standard Liège,2000000,0,1997-01-09,182,0
701,27,Danial Iri,DEF,Malavan Anzali FC,150000,0,2003-10-26,182,0
702,27,Amirmohammad Razaghinia,MID,Esteghlal Tehran FC,150000,4,2006-04-11,187,0
703,28,Max Crocombe,GK,Millwall FC,1000000,25,1993-08-12,190,0
704,28,Tyler Bindon,DEF,Wellington Phoenix FC,350000,53,1994-01-10,179,3
705,28,Liberato Cacace,DEF,Auckland FC,600000,20,1994-11-28,181,1
706,28,Michael Boxall,DEF,Shefield United FC,3500000,26,2005-01-27,190,2
707,28,Joe Bell,DEF,Minnesota United FC,150000,65,1988-08-18,191,1
708,28,Alex Rufer,MID,Viking Stavanger,3500000,33,1999-04-27,182,1
709,28,Chris Wood,FWD,Auckland FC,400000,18,1998-05-28,182,2
710,28,Marko Stamenic,MID,Swansea City AFC,3000000,41,2002-02-19,188,3
711,28,Elijah Just,FWD,Nottingham Forest FC,5000000,91,1991-12-07,191,45
712,28,Matthew Garbett,MID,Wellington Phoenix FC,500000,29,1999-02-20,180,3
713,28,Sarpreet Singh,MID,Motherwell FC,2500000,45,2000-05-01,176,11
714,28,Alex Paulsen,GK,Lechia Gda ń sk,500000,8,2002-07-04,193,0
715,28,Francis de Vries,DEF,Wrexham AFC,2500000,38,2000-09-27,182,1
716,28,Ryan Thomas,MID,Wellington Phoenix FC,600000,26,1996-06-12,180,0
717,28,Tommy Smith,DEF,Auckland FC,400000,26,1999-02-25,185,0
718,28,Finn Surman,DEF,Portland Timbers,1800000,20,2003-09-23,190,2
719,28,Ben Waine,FWD,WS Wanderers FC,2514216,76,1990-02-19,171,10
720,28,Ben Old,FWD,Port Vale FC,400000,31,2001-06-11,185,9
721,28,Jesse Randall,MID,AS Saint-Etienne,1800000,25,2002-08-13,173,2
722,28,Callan Elliot,MID,Silkeborg IF,3891480,34,1999-04-30,180,5
723,28,Jesse Carmichael Randall,FWD,Auckland FC,900000,12,2002-08-19,176,2
724,28,Michael Cornelis Woud,GK,Auckland FC,400000,7,1999-01-16,196,0
725,28,Ryan Jared Thomas,MID,PEC Zwolle,650000,26,1994-12-20,176,3
726,28,Callan Rennie Elliot,DEF,Auckland FC,450000,12,1999-07-07,177,0
727,28,Lachlan Ryan Bayliss,MID,Newcastle United Jets FC,550000,4,2002-07-24,178,0
728,28,Thomas Jefferson Smith,DEF,Braintree Town FC,50000,57,1990-03-31,188,2
729,29,David Raya,GK,Arsenal FC,30000000,13,1995-09-15,186,0
730,29,Pedro Porro,DEF,Atlético De Madrid,63571647,2,2003-06-20,191,0
731,29,Marc Pubill,DEF,Bayer 04 Leverkusen,105387534,14,1995-09-20,171,0
732,29,Eric Garcia,DEF,FC Barcelona,99421304,21,2001-01-09,183,0
733,29,Marcos Llorente,DEF,Atlético De Madrid,74918931,25,1995-01-30,183,0
734,29,Pedri,MID,Arsenal FC,101203363,44,1996-06-22,188,10
735,29,Lamine Yamal,FWD,FC Barcelona,75804430,58,2000-02-29,183,24
736,29,Rodri,MID,Paris Saint-Germain,58551285,43,1996-04-03,188,6
737,29,Gavi,MID,FC Barcelona,30000000,31,2004-08-05,173,5
738,29,Ferran Torres,FWD,FC Barcelona,118381173,51,1998-05-07,179,12
739,29,Nico Williams,FWD,Crystal Palace FC,52741595,23,2002-10-20,174,4
740,29,Pedro Antonio Porro,DEF,Tottenham Hotspur FC,90689035,18,1999-09-13,173,0
741,29,Joan Garcia,GK,FC Barcelona,55340404,2,2001-05-04,194,0
742,29,Aymeric Laporte,DEF,Athletic Club,74740097,47,1994-05-27,191,2
743,29,Fabian Ruiz,MID,Atlético De Madrid,103201022,17,2001-07-20,172,2
744,29,Rodrigo Rodri,MID,Manchester City FC,64140986,63,1996-06-22,190,4
745,29,Nicholas Williams,FWD,Athletic Club,55314594,31,2002-07-12,181,6
746,29,Mikel Merino,MID,Arsenal FC,75607454,26,1999-02-02,181,3
747,29,Lamine Yamal,FWD,FC Barcelona,200000000,26,2007-07-13,183,6
748,29,Alex Baena,MID,FC Barcelona,150000000,42,2002-11-25,174,6
749,29,Mikel Oyarzabal,FWD,Real Sociedad,35000000,54,1997-04-21,181,25
750,29,Pau Cubarsi,DEF,FC Barcelona,65912987,13,2007-01-22,183,0
751,29,Unai Simon,GK,Athletic Club,108528435,59,1997-06-11,190,0
752,29,Marc Cucurella,DEF,Chelsea FC,84859270,25,1998-07-22,173,1
753,29,Victor Munoz,FWD,CA Osasuna,109657580,2,2003-07-13,173,1
754,29,Borja Iglesias,FWD,RC Celta Vigo,51199903,8,1993-01-17,187,0
755,30,Vozinha,GK,GD Chaves,6093165,91,1986-06-03,189,0
756,30,Roberto Pico Lopes,DEF,SCU Torreense,4000564,61,1988-05-20,178,4
757,30,Logan Costa,DEF,Al Bataeh Club,3683541,33,1995-01-17,185,2
758,30,Stopira,DEF,Shamrock Rovers FC,3354880,46,1992-06-17,186,0
759,30,Steven Moreira,DEF,Villarreal CF,1980703,28,2001-04-01,190,0
760,30,Joao Paulo,MID,FC Krasnodar,2359912,32,1997-01-27,177,3
761,30,Jamiro Monteiro,MID,CF Estrela Da Amadora,2818590,30,1998-06-14,174,3
762,30,Kevin Pina,MID,FC FCSB,6534349,42,1998-05-26,180,1
763,30,Ryan Mendes,FWD,FC Akron Tolyatti,4816424,21,2001-12-29,187,6
764,30,Jovane Cabral,MID,PEC Zwolle,6722740,56,1993-11-23,175,5
765,30,Deroy Duarte,MID,Apollon Limassol,1851678,61,1990-11-27,173,10
766,30,Marcio Rosa,GK,PFC Montana,3088031,11,1997-02-23,186,0
767,30,Sidny Cabral,DEF,SL Benfica,5929945,12,2002-09-18,176,3
768,30,Laros Duarte,MID,PFC Ludogorets Razgrad,2124154,34,1999-07-04,177,0
769,30,Yannick Semedo,MID,Puskás Akadémia FC,1740475,21,1997-02-28,180,1
770,30,SEMEDOJair Yannick,MID,SC Farense,3606772,11,1995-12-29,176,1
771,30,Johnson Willy,MID,AC Omonia,6596233,39,1994-04-27,185,3
772,30,Emanuel Telmo,MID,Vitória SC,2210275,17,2001-06-21,180,1
773,30,Dailon Livramento,FWD,Casa Pia AC,2550605,23,2001-05-04,185,7
774,30,Garry Rodrigues,FWD,I ğ dır FK,3205680,99,1990-01-08,178,22
775,30,Miguel Nuno Da Costa,MID,Ba ş ak ş ehir FK,4137438,10,1991-02-10,182,2
776,30,Wagner Pina,DEF,Columbus Crew,3956667,21,1994-08-13,178,0
777,30,Joaquim Cj Dos Santos,GK,San Diego FC,2840276,1,2000-08-24,189,0
778,30,Diney Borges,DEF,Trabzonspor,1897398,14,2002-11-03,180,0
779,30,PIRESKelvin Kelvin,DEF,SJK,4525251,6,2000-06-05,193,1
780,30,Sandro Helio Varela,MID,Maccabi Tel-Aviv FC,2700705,21,2002-05-03,176,0
781,31,Nawaf Al-Aqidi,GK,Al Nassr FC,3121699,24,2000-05-10,186,0
782,31,Abdulelah Al-Amri,DEF,Al Ahli FC,5720290,21,1999-10-02,169,0
783,31,Saud Abdulhamid,DEF,Al Hilal SC,5037792,25,1996-04-24,177,1
784,31,Hassan Al-Tambakti,DEF,Al Nassr FC,4371885,45,1997-01-15,185,2
785,31,Ali Majrashi,DEF,Al Hilal SC,4842620,55,1999-02-09,183,1
786,31,Salem Al-Dawsari,MID,Al Hilal SC,6510709,48,1998-12-19,178,1
787,31,Mohamed Kanno,MID,Al Qadsiah FC,3650357,38,2003-06-20,175,6
788,31,Saleh Al-Shehri,FWD,Al Nassr FC,5249832,26,2001-05-14,173,0
789,31,Firas Al-Buraikan,FWD,Al Ahli FC,4633539,73,2000-05-14,185,16
790,31,Khalid Al-Ghannam,FWD,Al Hilal SC,5551491,112,1991-08-19,173,27
791,31,Abdullah Al-Hamdan,FWD,Al Ittihad,5756198,59,1993-11-01,184,17
792,31,Ali Lajami,DEF,RC Lens,5163218,56,1999-07-18,172,1
793,31,Hassan Kadish,DEF,Al Nassr FC,6459488,28,1999-09-16,173,0
794,31,Nawaf Boushal,DEF,Al Ittihad,3657719,21,1992-09-26,179,2
795,31,Musab Al-Juwayr,MID,Al Nassr FC,4189131,43,1996-08-16,175,0
796,31,Nasser Al-Dawsari,MID,Al Ahli FC,5104225,12,2001-11-11,180,0
797,31,Sultan Mandash,FWD,Al Ettifaq FC,7060029,7,2000-11-08,171,0
798,31,Abdullah Al-Khaibari,MID,Neom SC,4250106,4,1995-12-03,178,0
799,31,Abdulrahman Abdullah Alhamddan,FWD,Al Nassr FC,6888825,53,1999-09-13,186,13
800,31,Ahmed Sultan Mandash,FWD,Al Hilal SC,5733150,7,1994-10-17,172,2
801,31,Mohammed Al-Owais,GK,Al Ula Saudi FC,2502052,66,1991-10-10,185,0
802,31,Ali Ahmed,GK,Al Qadsiah FC,5032883,9,1991-05-08,178,0
803,31,Aiman Yahya,MID,Al Hilal SC,2525082,80,1994-09-22,191,8
804,31,Saad Moteb Alharbi,DEF,Al Hilal SC,4634772,14,2000-02-20,177,0
805,31,Abdullatif Jehad Thikri,DEF,Al Qadsiah FC,4721565,8,2001-07-21,184,0
806,31,Waheeb Mohammed Abu Alshamat,DEF,Al Qadsiah FC,7172554,9,2002-08-11,170,0
807,32,Sergio Rochet,GK,SC Internacional,11951490,35,1993-03-23,189,0
808,32,Jose Maria Gimenez,DEF,Atlético De Madrid,11897295,99,1995-01-20,186,8
809,32,Ronald Araujo,DEF,Club América,6541600,24,1999-08-18,180,0
810,32,Mathias Olivera,DEF,FC Barcelona,17869812,27,1999-03-07,185,1
811,32,Federico Valverde,MID,Manchester United FC,7236734,36,2001-04-11,182,1
812,32,Manuel Ugarte,MID,Tottenham Hotspur FC,6218107,74,1997-06-25,187,3
813,32,Giorgian de Arrascaeta,MID,CR Flamengo,20939811,35,1997-06-01,167,5
814,32,Nicolas de la Cruz,MID,Real Madrid C. F.,15930790,74,1998-07-22,182,9
815,32,Darwin Nunez,FWD,Al Hilal SC,20956263,39,1999-06-24,185,13
816,32,Maxi Araujo,MID,CR Flamengo,8415319,59,1994-06-01,177,13
817,32,Brian Rodriguez,FWD,Panathinaikos FC,7858419,39,2001-12-20,174,2
818,32,Fernando Muslera,GK,CF Monterrey,13696698,8,1997-09-06,185,0
819,32,Sebastian Caceres,DEF,CR Flamengo,11888803,28,1993-03-24,174,0
820,32,Agustin Canobbio,MID,Fluminense FC,8000000,15,1998-10-01,176,1
821,32,Emiliano Martinez,MID,SE Palmeiras,12000000,10,1999-08-17,184,0
822,32,Guillermo Varela,DEF,SSC Napoli,21369652,36,1997-10-31,174,2
823,32,Matias Vina,DEF,CA River Plate,11419482,44,1997-11-09,180,1
824,32,Rodrigo Aguirre,FWD,Club América,16680069,34,2000-05-20,175,4
825,32,Federico Vinas,FWD,Tigres UANL,10296030,11,1994-10-01,182,3
826,32,Maximiliano Javier Araujo,MID,Sporting CP,15118771,29,2000-02-15,176,4
827,32,Federico Sebastian Vinas,FWD,Real Oviedo,11769867,12,1998-06-30,181,2
828,32,Joaquin Piquerez,MID,SE Palmeiras,9074323,19,1998-08-24,185,0
829,32,Nestor Fernando Muslera,GK,Estudiantes LP,9200709,135,1986-06-16,190,0
830,32,Santiago Ignacio Bueno,DEF,Wolverhampton Wanderers FC,7486470,8,1998-11-09,191,0
831,32,Juan Manuel Sanabria,MID,Real Salt Lake,8367423,6,2000-03-29,170,1
832,32,Radrigo Zalazar,MID,SC Braga,18162393,7,1999-08-12,175,2
833,33,Mike Maignan,GK,Stade Rennais FC,7000000,4,1994-04-25,187,0
834,33,William Saliba,DEF,Chelsea FC,35000000,11,2003-05-19,179,0
835,33,Dayot Upamecano,DEF,Aston Villa FC,6000000,58,1993-07-20,178,0
836,33,Jules Koundé,DEF,FC Bayern München,70000000,39,1998-10-27,186,2
837,33,Ibrahima Konaté,DEF,FC Barcelona,60000000,49,1998-11-12,178,0
838,33,Aurélien Tchouaméni,MID,AS Roma,59527837,14,2001-05-17,185,0
839,33,Kylian Mbappé,FWD,Paris Saint-Germain,100000000,60,1997-05-15,179,7
840,33,Adrien Rabiot,MID,Real Madrid C. F.,70000000,47,2000-01-27,188,3
841,33,Ousmane Dembélé,FWD,FC Internazionale Milano,64453524,34,1997-08-06,192,3
842,33,Kylian Mbappe,FWD,Real Madrid C. F.,180000000,99,1998-12-20,180,58
843,33,Michael Akpovie Olise,FWD,FC Bayern München,150000000,18,2001-12-12,184,7
844,33,Bradley Barcola,FWD,Paris Saint-Germain,69223108,21,2002-09-02,187,4
845,33,Manu Koné,MID,Fenerbahçe SK,4000000,69,1991-03-29,171,2
846,33,Warren Zaïre-Emery,MID,AC Milan,18000000,60,1995-04-03,191,7
847,33,Théo Hernandez,DEF,Liverpool FC,45000000,28,1999-05-25,194,0
848,33,Brice Samba,GK,AC Milan,20000000,41,1995-07-03,191,0
849,33,Lucas Hernandez,DEF,Arsenal FC,100000000,33,2001-03-24,192,0
850,33,N'Golo Kanté,MID,Paris Saint-Germain,80000000,11,2006-03-08,176,1
851,33,Malo Gusto,DEF,Al Hilal SC,20000000,45,1997-10-06,184,2
852,33,Désiré Doué,FWD,Paris Saint-Germain,120000000,8,2005-06-03,182,2
853,33,Maxence Lacroix,DEF,Paris Saint-Germain,18000000,42,1996-02-14,184,0
854,33,Michael Olise,FWD,Crystal Palace FC,30000000,4,1997-06-28,192,2
855,33,Robin Risser,GK,RC Lens,30000000,0,2004-12-02,193,0
856,33,Rayan Cherki,MID,Manchester City FC,90000000,8,2003-08-17,180,2
857,33,Maghnes Akliouche,MID,AS Monaco,50000000,9,2002-02-25,183,1
858,33,Maxence Guy Lacroix,DEF,Crystal Palace FC,50000000,4,2000-04-06,192,0
859,34,Édouard Mendy,GK,OGC Nice,7000000,2,1999-11-16,188,0
860,34,Moussa Niakhaté,DEF,Chelsea FC,22000000,8,2005-08-29,194,0
861,34,Ismail Jakobs,DEF,Al Hilal SC,4500000,105,1991-06-20,186,2
862,34,Mamadou Sarr,DEF,Maccabi Haifa FC,400000,23,1992-06-04,192,4
863,34,Idrissa Gueye,MID,Everton FC,500000,137,1989-09-26,174,7
864,34,Pape Gueye,MID,Rayo Vallecano,1800000,32,1994-03-16,186,0
865,34,Sadio Mané,FWD,Como,30000000,5,2005-09-07,185,0
866,34,Habib Diarra,MID,AS Monaco,40000000,46,2004-01-01,174,7
867,34,Ismaïla Sarr,FWD,FC Lorient,20840266,24,2000-03-23,178,2
868,34,Iliman Ndiaye,FWD,Al Nassr FC,6000000,131,1992-04-10,175,54
869,34,Assane Diao,FWD,FC Bayern München,40000000,35,2001-06-20,187,8
870,34,Bamba Dieng,FWD,Samsunspor,5000000,19,1996-01-23,190,4
871,34,Cherif Ndiaye,FWD,Everton FC,55000000,42,2000-03-06,180,4
872,34,Antoine Mendy,DEF,Galatasaray SK,8000000,31,1999-08-17,184,0
873,34,Abdoulaye Seck,DEF,AS Monaco,6000000,63,1999-02-25,173,2
874,34,Yehvann Diouf,GK,Al Ahli FC,4000000,59,1992-03-01,194,0
875,34,Pathé Ciss,MID,Tottenham Hotspur FC,30000000,41,2002-09-14,185,4
876,34,Ismaila Sarr,FWD,Crystal Palace FC,40000000,85,1998-02-25,185,19
877,34,Moussa Niakhate,DEF,Olympique Lyonnais,15000000,33,1996-03-08,190,0
878,34,Ibrahim Mbaye,FWD,Paris Saint-Germain,30000000,12,2008-01-24,175,4
879,34,Krépin Diatta,MID,Sunderland AFC,7404851,22,2004-01-03,178,4
880,34,Bara Sapoko Ndiaye,MID,FC Bayern München,4000000,1,2007-12-31,180,0
881,34,Mory Diaw,GK,Le Havre AC,900000,5,1993-06-22,197,0
882,34,Antoine Alpha Mendy,DEF,OGC Nice,10000000,7,2004-05-27,187,0
883,34,El Hadji Malick Diouf,DEF,West Ham United FC,28000000,21,2004-12-29,177,1
884,34,Pape Alassane Gueye,MID,Villarreal CF,40000000,43,1999-01-24,189,6
885,35,Fahad Talib,GK,Al Talaba SC,4191494,21,1994-10-21,192,0
886,35,Rebin Sulaka,DEF,Port FC,3130321,56,1992-04-12,193,1
887,35,Hussein Ali,DEF,Pogo ń  Szczecin,4940702,28,2002-03-01,182,1
888,35,Zaid Tahseen,DEF,Pakhtakor Tashkent FK,2466618,29,2001-01-29,187,1
889,35,Akam Hashim,DEF,Al Zawra'a SC,5802861,15,1998-08-16,184,1
890,35,Manaf Younis,DEF,Al Shorta SC,2278760,34,1996-11-16,184,1
891,35,Youssef Amyn,MID,AEK Larnaca FC,7933218,27,2003-08-21,172,2
892,35,Ibrahim Bayesh,MID,Al Dhafra SCC,3339731,77,2000-05-01,180,8
893,35,Ali Al-Hamadi,FWD,Luton Town FC,4997506,21,2002-03-01,187,5
894,35,Mohanad Ali,FWD,Dibba FC,4631293,73,2000-06-20,183,26
895,35,Ali Yousif,FWD,Nashville SC,5858031,4,2003-07-12,183,0
896,35,Jalal Hassan,GK,Al Zawra'a SC,3176574,105,1991-05-18,188,0
897,35,Ali Jasim,FWD,Al Talaba SC,2275529,7,1996-01-19,180,1
898,35,Ahmed Qasem,MID,FC Utrecht,4486768,26,2003-04-27,183,2
899,35,Ahmed Yahya,DEF,Al Karma SC,6828960,7,2001-09-24,183,0
900,35,Zidane Iqbal,MID,KS Cracovia,7581781,52,1997-07-27,180,3
901,35,Aymen Hussein,FWD,Al Najmah SC,4564274,37,2004-01-20,178,2
902,35,Hussein Ghadhban Aymen,FWD,Al Karma SC,7872504,96,1996-03-22,190,34
903,35,Amir Al-Ammari,MID,Aarhus GF,2241455,9,2000-10-10,180,0
904,35,Kevin Yakob,MID,Sarpsborg 08 FF,6237716,7,2002-12-20,180,0
905,35,Jabbar Hussein Marko Farji,FWD,Venezia FC,6073820,13,2004-03-16,185,0
906,35,Ahmed Basil,GK,Al Shorta SC,1997031,16,1996-08-19,184,0
907,35,Merchas Doski,DEF,FC Viktoria Plze ň,6178241,32,1999-12-07,173,1
908,35,Aimar Sher,MID,Al Talaba SC,5849632,7,2002-01-03,185,0
909,35,Mustafa Saadoon,DEF,Al Shorta SC,3219520,18,2001-05-25,181,0
910,35,Dhia Jirjis Frans,DEF,Persib Bandung,5714241,28,1993-07-14,182,0
911,36,Ørjan Nyland,GK,Sevilla FC,800000,72,1990-09-10,192,0
912,36,Martin Ødegaard,MID,US Cremonese,2800000,31,1996-05-05,188,0
913,36,Kristoffer Ajer,DEF,Brentford FC,18000000,53,1998-04-17,198,2
914,36,Leo Østigård,DEF,Genoa CFC,2823601,39,1999-11-28,183,2
915,36,David Møller Wolfe,DEF,Wolverhampton Wanderers FC,3655296,23,2002-04-23,185,1
916,36,Sander Berge,MID,FK Bodø/Glimt,8000000,44,1997-11-24,178,0
917,36,Erling Haaland,FWD,Atlético De Madrid,8599491,73,1995-12-05,196,26
918,36,Patrick Berg,MID,Fulham FC,25000000,67,1998-02-14,195,1
919,36,Erling Braut Haaland,FWD,Manchester City FC,200000000,51,2000-07-21,195,57
920,36,Thelo Aasgaard,MID,Arsenal FC,6777131,69,1998-12-17,178,5
921,36,Alexander Sørloth,FWD,Crystal Palace FC,9498964,28,2000-02-06,193,6
922,36,Sander Tangvik,GK,Hamburger SV,3000000,0,2002-11-29,193,0
923,36,Egil Selvik,GK,Watford FC,1500000,7,1997-07-30,187,0
924,36,Fredrik Aursnes,MID,SL Benfica,15000000,23,1995-12-10,181,1
925,36,Fredrik André Bjørkan,DEF,FK Bodø/Glimt,9608913,21,1998-08-21,180,1
926,36,Torbjørn Heggem,DEF,Torino FC,7064063,32,2000-07-16,184,0
927,36,Marcus Holmgren Pedersen,DEF,Bologna FC,13000000,16,1999-01-12,192,0
928,36,Kristian Thorstvedt,MID,US Sassuolo,12000000,38,1999-03-13,189,4
929,36,Thelonious Gerard Aasgaard,MID,Rangers FC,2800000,8,2002-05-02,188,5
930,36,Antonio Nusa,FWD,RB Leipzig,32000000,25,2005-04-17,183,8
931,36,Andreas Rædergård Schjelderup,MID,SL Benfica,8222363,13,2004-06-01,177,1
932,36,Oscar Bobb,MID,Fulham FC,28000000,21,2003-07-12,177,2
933,36,Jens Petter Hauge,MID,FK Bodø/Glimt,12000000,15,1999-10-12,184,1
934,36,Sondre Klingen Langas,DEF,Derby County FC,4000000,3,2001-02-02,190,0
935,36,Henrik Sælebakke Falchener,DEF,Viking Stavanger,6000000,1,2003-05-08,194,0
936,36,Jørgen Strand Larsen,FWD,Borussia Dortmund,25000000,44,1997-11-17,186,1
937,37,Emiliano Martínez,GK,Atlético De Madrid,3000000,4,1994-05-06,193,0
938,37,Cristian Romero,DEF,AFC Bournemouth,140833138,3,1997-05-10,185,0
939,37,Lisandro Martínez,DEF,Olympique Lyonnais,4000000,76,1992-08-31,172,1
940,37,Nicolás Otamendi,DEF,CA River Plate,4500000,40,1997-01-01,175,2
941,37,Rodrigo De Paul,MID,CA Boca Juniors,5000000,77,1994-06-29,182,5
942,37,Nicolás Tagliafico,DEF,Manchester United FC,40000000,29,1998-01-18,175,1
943,37,Enzo Fernández,MID,Inter Miami CF,14000000,88,1994-05-24,178,2
944,37,Leandro Paredes,MID,RC Strasbourg,40000000,4,2004-07-23,172,2
945,37,Lionel Messi,FWD,Atlético De Madrid,100000000,52,2000-01-31,170,14
946,37,Lionel Andrés Messi,FWD,Inter Miami CF,15000000,200,1987-06-24,170,120
947,37,Exequiel Palacios,MID,Real Betis,8000000,67,1996-04-09,177,4
948,37,Juan Musso,GK,Olympique Marseille,6000000,8,1992-05-20,189,0
949,37,Gonzalo Montiel,DEF,Tottenham Hotspur FC,45000000,52,1998-04-27,185,3
950,37,Nico Paz,MID,Bayer 04 Leverkusen,25000000,40,1998-10-05,177,0
951,37,Thiago Almada,MID,Atlético De Madrid,22000000,52,1998-04-06,180,6
952,37,Lautaro Martínez,FWD,Atlético De Madrid,15000000,17,2001-04-26,171,5
953,37,Julián Álvarez,FWD,Atlético De Madrid,40000000,13,2002-12-18,174,2
954,37,Nicolás González,FWD,Como,91126651,10,2004-09-08,185,1
955,37,Valentín Barco,DEF,SL Benfica,1000000,133,1988-02-12,182,8
956,37,Alexis Mac Allister,MID,Liverpool FC,70000000,47,1998-12-24,176,6
